[INFO] [AnimationBootstrapper] NEWSCRIPTS_MODE ativo: AnimationBootstrapper ignorado.

NEWSCRIPTS_MODE ativo: DebugUtility.Initialize executando reset de estado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='EarlyDefault' key='Editor|Enabled|global=True;verbose=True;default=Logs;repeated=True|fallbacks=True|EarlyDefault'</color>

[INFO] [DebugUtility] DebugUtility inicializado antes de todos os sistemas.

[INFO] [CompassRuntimeService] NEWSCRIPTS_MODE ativo: CompassRuntimeService ignorado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='BootstrapPolicy' key='Editor|Enabled|global=True;verbose=True;default=Verbose;repeated=True|fallbacks=True|BootstrapPolicy'</color>

[VERBOSE] [GlobalCompositionRoot] NewScripts logging configured. (@ 3,19s)

[INFO] [PlayerSpawnService] Registry count: 1

[VERBOSE] [WorldLifecycleOrchestrator] Spawn service duration: PlayerSpawnService => 1ms (@ 31,80s)

[INFO] [WorldLifecycleOrchestrator] Spawn service completed: PlayerSpawnService

[INFO] [WorldLifecycleOrchestrator] Spawn service started: EaterSpawnService

[VERBOSE] [EaterSpawnService] SpawnAsync iniciado (scene=GameplayScene). (@ 31,80s)

[VERBOSE] [ActorRegistry] Ator registrado: A_f4d3bf2f_4_Eater_NewScriptsClone. (@ 31,80s)

[INFO] [EaterSpawnService] Actor spawned: A_f4d3bf2f_4_Eater_NewScriptsClone (prefab=Eater_NewScripts, instance=Eater_NewScripts, root=WorldRoot, scene=GameplayScene)

[INFO] [EaterSpawnService] Registry count: 2

[VERBOSE] [WorldLifecycleOrchestrator] Spawn service duration: EaterSpawnService => 0ms (@ 31,80s)

[INFO] [WorldLifecycleOrchestrator] Spawn service completed: EaterSpawnService

[VERBOSE] [WorldLifecycleOrchestrator] Spawn duration: 2ms (@ 31,80s)

[INFO] [WorldLifecycleOrchestrator] ActorRegistry count at 'After Spawn': 2

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor hooks step started (actors=2) (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor started: A_f4d3bf2f_3_Player_NewScriptsClone (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor duration: A_f4d3bf2f_3_Player_NewScriptsClone => 0ms (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor completed: A_f4d3bf2f_3_Player_NewScriptsClone (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor started: A_f4d3bf2f_4_Eater_NewScriptsClone (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor duration: A_f4d3bf2f_4_Eater_NewScriptsClone => 0ms (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor completed: A_f4d3bf2f_4_Eater_NewScriptsClone (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterActorSpawn actor hooks step duration: 0ms (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn step started (hooks=1) (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn execution order: WorldLifecycleHookLoggerA(order=10000) (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn started: WorldLifecycleHookLoggerA (@ 31,80s)

[INFO] [WorldLifecycleHookLoggerA] [QA] WorldLifecycleHookLoggerA -> OnAfterSpawnAsync

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn duration: WorldLifecycleHookLoggerA => 0ms (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn completed: WorldLifecycleHookLoggerA (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn step duration: 0ms (@ 31,80s)

[VERBOSE] [WorldLifecycleOrchestrator] OnAfterSpawn step completed (@ 31,80s)

[VERBOSE] [SimulationGateService] [Gate] Release token='WorldLifecycle.WorldReset'. Active=1. IsOpen=False (@ 31,80s)

[INFO] [WorldLifecycleOrchestrator] Gate Released

[INFO] [WorldLifecycleOrchestrator] World Reset Completed

[VERBOSE] [WorldLifecycleOrchestrator] Reset duration: 11ms (@ 31,80s)

[INFO] [WorldLifecycleController] Reset concluÃ­do. reason='RoutePolicy', scene='GameplayScene'.

[VERBOSE] [SceneServiceRegistry] Serviço IActorRegistry encontrado para a cena GameplayScene (tipo registrado: IActorRegistry). (@ 31,80s)

[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnServiceRegistry encontrado para a cena GameplayScene (tipo registrado: IWorldSpawnServiceRegistry). (@ 31,80s)

<color=#A8DEED>[VERBOSE] [WorldResetExecutor] [WorldResetExecutor] Player já presente ou serviço ausente. present=True, service=PlayerSpawnService (@ 31,80s)</color>

<color=#A8DEED>[VERBOSE] [WorldResetExecutor] [WorldResetExecutor] Eater já presente ou serviço ausente. present=True, service=EaterSpawnService (@ 31,80s)</color>

<color=#A8DEED>[VERBOSE] [WorldResetExecutor] [WorldResetExecutor] ActorGroupRearmHooks (placeholder). (@ 31,80s)</color>

<color=#4CAF50>[VERBOSE] [WorldResetOrchestrator] [ResetCompleted][OBS][WorldLifecycle] ResetCompleted signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' reason='RoutePolicy'. (@ 31,80s)</color>

[VERBOSE] [WorldLifecycleResetCompletionGate] [SceneFlowGate] WorldLifecycleResetCompletedEvent recebido. signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene', reason='RoutePolicy'. (@ 31,80s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionScenesReady â†’ fase WorldLoaded sinalizada. Context=Route='to-gameplay', RouteKind='Gameplay', Style='TransitionStyle_Gameplay', Reason='PostGame/Restart#r1', Load=[UIGlobalScene, GameplayScene], Unload=[NewBootstrap, MenuScene], Active='GameplayScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=True, DecisionSource='routePolicy:Gameplay', DecisionReason='RoutePolicy' (@ 31,80s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=False, activeTokens=1, reason='scene_transition_scenes_ready'. (@ 31,80s)

<color=#A8DEED>[INFO] [SceneTransitionService] [SceneFlow] ScenesReady id=3 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' routeId='to-gameplay', style='TransitionStyle_Gameplay', profile='DefaultTransitionProfile'.</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Aguardando completion gate antes do FadeOut. signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 31,80s)

[VERBOSE] [WorldLifecycleResetCompletionGate] [SceneFlowGate] JÃ¡ concluÃ­do (cached). signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 31,80s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelMacroPrepareService encontrado no escopo global (tipo registrado: ILevelMacroPrepareService). (@ 31,80s)

<color=#A8DEED>[INFO] [MacroLevelPrepareCompletionGate] [OBS][SceneFlow] MacroLoadingPhase='LevelPrepare' routeId='to-gameplay' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' reason='PostGame/Restart#r1'.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelDefaultSelected source='catalog_index_0' index=0 levelRef='Level1' macroRouteId='to-gameplay' routeKind='Gameplay' signature='to-gameplay|Gameplay|PostGame/Restart#r1' reason='PostGame/Restart#r1'.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] SelectionVersionSource source='last_snapshot' prev='3' next='4' reason='PostGame/Restart#r1'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IRestartContextService encontrado no escopo global (tipo registrado: IRestartContextService). (@ 31,80s)

<color=#A8DEED>[INFO] [LevelSelectedRestartSnapshotBridge] [OBS][Navigation] LevelSelectedEventConsumed levelRef='Level1' routeId='to-gameplay' v='4' levelSignature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' restartContextResolved='True'.</color>

<color=#A8DEED>[INFO] [RestartContextService] [OBS][Navigation] GameplayStartSnapshotUpdated levelRef='Level1' routeId='to-gameplay' v='4' reason='PostGame/Restart#r1'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IContentSwapChangeService encontrado no escopo global (tipo registrado: IContentSwapChangeService). (@ 31,80s)

<color=#A8DEED>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetRequestedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' reason='PostGame/Restart#r1'.</color>

<color=#A8DEED>[INFO] [InPlaceContentSwapService] [OBS][ContentSwap] ContentSwapRequested event=content_swap_inplace mode=InPlace contentId='level-ref:Level1' reason='PostGame/Restart#r1'</color>

<color=#A8DEED>[INFO] [InPlaceContentSwapService] [OBS][ContentSwap] GateBypass reason='scene_transition' tokens='flow.scene_transition' contentId='level-ref:Level1' callerReason='PostGame/Restart#r1'</color>

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapPendingSet plan='level-ref:Level1' reason='PostGame/Restart#r1'

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapCommitted prev='level-ref:Level2' current='level-ref:Level1' reason='PostGame/Restart#r1'

<color=#4CAF50>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetCompletedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' reason='PostGame/Restart#r1' success=True notes=''.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelPreparePreviousResolved source='applier_state' prevLevelRef='Level2' targetLevelRef='Level1' macroRouteId='to-gameplay' routeKind='Gameplay' signature='to-gameplay|Gameplay|PostGame/Restart#r1' reason='PostGame/Restart#r1'.</color>

<color=#4CAF50>[VERBOSE] [SceneServiceCleaner] Cena SceneTest2 descarregada, serviços limpos. (@ 31,81s)</color>

[VERBOSE] [EaterRandomMovementController] [EaterMovement] Movement blocked by IStateDependentService. (@ 31,81s)

<color=#A8DEED>[INFO] [LevelAdditiveSceneRuntimeApplier] [OBS][LevelFlow] LevelAdditiveApplySummary targetLevelRef='Level1' loadedIndices=[7] unloadedIndices=[8] loadedCount=1 unloadedCount=1 activeCount=1.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelApplied levelRef='Level1' scenesAdded=1 scenesRemoved=1 macroRouteId='to-gameplay' routeKind='Gameplay' signature='to-gameplay|Gameplay|PostGame/Restart#r1'.</color>

<color=#A8DEED>[INFO] [LevelMacroPrepareService] [OBS][LevelFlow] LevelPrepared source='catalog_index_0' macroRouteId='to-gameplay' routeKind='Gameplay' levelRef='Level1' v='4' signature='to-gameplay|Gameplay|PostGame/Restart#r1' reason='PostGame/Restart#r1'.</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Completion gate concluido. Prosseguindo para FadeOut. signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 31,82s)

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudHide] signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' phase='BeforeFadeOut'. (@ 31,82s)</color>

[INFO] [SceneTransitionService] [OBS][Fade] FadeOutStarted id=3 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' profile='DefaultTransitionProfile'.

[VERBOSE] [FadeController] [OBS][Fade] FadeStart signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' targetAlpha=0 dur=0,5 (@ 31,82s)

[VERBOSE] [FadeController] [OBS][Fade] FadeComplete signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' targetAlpha=0 (@ 32,32s)

[INFO] [SceneTransitionService] [OBS][Fade] FadeOutCompleted id=3 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' profile='DefaultTransitionProfile'.

<color=#A8DEED>[VERBOSE] [LoadingHudOrchestrator] [LoadingCompleted] signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'. (@ 32,32s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='Gameplay' source='SceneFlow' reason='SceneFlow/Completed:Gameplay' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 32,32s)

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'Gameplay' (SceneFlow/Completed:Gameplay).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'Player' em 1/1 PlayerInput(s) (SceneFlow/Completed:Gameplay). (@ 32,32s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='Gameplay' source='SceneFlow' reason='SceneFlow/Completed:Gameplay' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [OBS][InputMode] Requested mode='Gameplay' map='Player' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' scene='GameplayScene' routeKind='Gameplay' reason='SceneFlow/Completed:Gameplay' (delegated). (@ 32,32s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 32,32s)

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] Estado=Boot -> bypass dedupe (Restart/Boot cycle). (@ 32,32s)</color>

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] SceneFlow/Completed:Gameplay -> sincronizando GameLoop. (@ 32,32s)</color>

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] Estado=Boot -> RequestReady() para habilitar fluxo de gameplay. (@ 32,32s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageCoordinator encontrado no escopo global (tipo registrado: IIntroStageCoordinator). (@ 32,32s)

[VERBOSE] [GlobalServiceRegistry] Serviço IGameplaySceneClassifier encontrado no escopo global (tipo registrado: IGameplaySceneClassifier). (@ 32,32s)

[VERBOSE] [GlobalServiceRegistry] Serviço IRestartContextService encontrado no escopo global (tipo registrado: IRestartContextService). (@ 32,32s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelStagePresentationService encontrado no escopo global (tipo registrado: ILevelStagePresentationService). (@ 32,32s)

<color=#A8DEED>[INFO] [LevelStageOrchestrator] [OBS][IntroStageController] IntroStageStartRequested source='SceneFlowCompleted' levelRef='Level1' v='4' reason='SceneFlow/Completed' levelSignature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStagePolicyResolver encontrado no escopo global (tipo registrado: IIntroStagePolicyResolver). (@ 32,33s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageStep encontrado no escopo global (tipo registrado: IIntroStageStep). (@ 32,33s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISimulationGateService encontrado no escopo global (tipo registrado: ISimulationGateService). (@ 32,33s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageStarted signature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' routeKind='Gameplay' target='GameplayScene' reason='SceneFlow/Completed'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageControlService encontrado no escopo global (tipo registrado: IIntroStageControlService). (@ 32,33s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='sim.gameplay'. Active=2. IsOpen=False (@ 32,33s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationBlocked token='sim.gameplay' signature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' routeKind='Gameplay' target='GameplayScene' reason='SceneFlow/Completed'.</color>

<color=#A8DEED>[INFO] [IntroStageCoordinator] [IntroStageController] IntroStageController ativa: simulação gameplay bloqueada; aguardando confirmação (UI).</color>

<color=#A8DEED>[VERBOSE] [IntroStageCoordinator] [QA][IntroStageController] EditorQAActions disponíveis para Complete/Skip em Editor/Dev. (@ 32,33s)</color>

<color=#A8DEED>[INFO] [ConfirmToStartIntroStageStep] [OBS][InputMode] Request mode='FrontendMenu' map='UI' phase='IntroStageController' reason='IntroStageController/ConfirmToStart' signature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' scene='GameplayScene' routeKind='Gameplay' (delegated).</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1'</color>

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'FrontendMenu' (IntroStageController/ConfirmToStart).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'UI' em 1/1 PlayerInput(s) (IntroStageController/ConfirmToStart). (@ 32,33s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1'</color>

[VERBOSE] [SimulationGateService] [Gate] Release token='flow.scene_transition'. Active=1. IsOpen=False (@ 32,33s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionCompleted â†’ gate liberado e fase GameplayReady marcada. gameplayReady=True. Context=Route='to-gameplay', RouteKind='Gameplay', Style='TransitionStyle_Gameplay', Reason='PostGame/Restart#r1', Load=[UIGlobalScene, GameplayScene], Unload=[NewBootstrap, MenuScene], Active='GameplayScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=True, DecisionSource='routePolicy:Gameplay', DecisionReason='RoutePolicy' (@ 32,33s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=False, activeTokens=1, reason='scene_transition_completed_gameplay'. (@ 32,33s)

<color=#4CAF50>[INFO] [SceneTransitionService] [SceneFlow] TransitionCompleted id=3 signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' routeId='to-gameplay', style='TransitionStyle_Gameplay', profile='DefaultTransitionProfile'.</color>

<color=#A8DEED>[INFO] [MacroRestartCoordinator] [OBS][Navigation] MacroRestartCompleted runId='1' effectiveReason='PostGame/Restart#r1' pending='false'.</color>

[VERBOSE] [GameLoopService] [GameLoop] EXIT: Boot (@ 32,33s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: Ready (active=False) (@ 32,33s)

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI exibido.

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: GateClosed (gateOpen=False, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='Ready', activeTokens=1). (@ 32,33s)

[VERBOSE] [GameLoopService] [GameLoop] EXIT: Ready (@ 32,34s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: IntroStage (active=False) (@ 32,34s)

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: GateClosed (gateOpen=False, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='IntroStage', activeTokens=1). (@ 32,34s)

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Botao Concluir IntroStageController clicado.

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Solicitando CompleteIntroStage reason='IntroStageController/UIConfirm'.

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 33,40s)

<color=#A8DEED>[INFO] [IntroStageControlService] [OBS][IntroStageController] CompleteIntroStage received reason='IntroStageController/UIConfirm' skip=false decision='applied' state='IntroStage' isActive=true signature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' routeKind='Gameplay' target='GameplayScene'.</color>

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI oculto.

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageCompleted signature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' result='completed' routeKind='Gameplay' target='GameplayScene'.</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: NotPlaying (gateOpen=True, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='IntroStage', activeTokens=0). (@ 33,40s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=True, activeTokens=0, reason='gate_opened'. (@ 33,40s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=True, scene='GameplayScene', actor='A_f4d3bf2f_3_Player_NewScriptsClone'. (@ 33,40s)

[VERBOSE] [SimulationGateService] [Gate] Release token='sim.gameplay'. Active=0. IsOpen=True (@ 33,40s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationUnblocked token='sim.gameplay' signature='level:Level1|route:to-gameplay|reason:PostGame/Restart#r1' routeKind='Gameplay' target='GameplayScene'.</color>

<color=#A8DEED>[VERBOSE] [IntroStageCoordinator] [IntroStageController] Solicitando RequestStart após término da IntroStageController. reason='IntroStageController/UIConfirm'. (@ 33,40s)</color>

[VERBOSE] [GameLoopService] [GameLoop] EXIT: IntroStage (@ 33,41s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: Playing (active=True) (@ 33,41s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISceneFlowSignatureCache encontrado no escopo global (tipo registrado: ISceneFlowSignatureCache). (@ 33,41s)

<color=#A8DEED>[INFO] [GameLoopService] [OBS][InputMode] Request mode='Gameplay' map='Player' phase='Playing' reason='GameLoop/Playing' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' scene='GameplayScene' frame=4639.</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='Gameplay' source='GameLoop' reason='GameLoop/Playing' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 33,41s)

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'Gameplay' (GameLoop/Playing).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'Player' em 1/1 PlayerInput(s) (GameLoop/Playing). (@ 33,41s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='Gameplay' source='GameLoop' reason='GameLoop/Playing' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GameRunStateService] [GameLoop] GameRunStateService.Clear() chamado. Resultado resetado para Unknown. (@ 33,41s)

[VERBOSE] [GameRunStateService] [GameLoop] GameRunStateService: nova run iniciada (state=Playing). Resultado anterior resetado. (@ 33,41s)

[VERBOSE] [GameRunOutcomeService] [GameLoop] GameRunStartedEvent observado -> rearmando GameRunOutcomeService. state=Playing (@ 33,41s)

[VERBOSE] [PostGameResultService] [OBS][PostGame] PostGameResultCleared reason='GameRunStarted'. (@ 33,41s)

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' liberada (gateOpen=True, gameplayReady=True, paused=False, serviceState=Playing, gameLoopState='Playing', activeTokens=0). (@ 33,41s)

<color=#A8DEED>[VERBOSE] [PostGameOverlayController] [PostGame] GameRunStartedEvent recebido. Ocultando overlay. (@ 33,41s)</color>

<color=#A8DEED>[VERBOSE] [GameplayEndConditionsController] [GameplayEndConditionsController] State reset. reason='GameRunStartedEvent', startTime=24,710. (@ 33,41s)</color>

<color=#A8DEED>[VERBOSE] [GameplayEndConditionsController] [GameplayEndConditionsController] Rearmed on GameRunStartedEvent. (@ 33,41s)</color>

[VERBOSE] [GameLoopService] [GameLoop] Activity: True (@ 33,41s)

[VERBOSE] [EaterRandomMovementController] [EaterMovement] New direction: (0.81, 0.00, 0.58) (scene='GameplayScene'). (@ 33,41s)

[VERBOSE] [EaterRandomMovementController] [EaterMovement] New direction: (-0.78, 0.00, -0.63) (scene='GameplayScene'). (@ 35,41s)

<color=#A8DEED>[INFO] [GameplayOutcomeMockPanel] [QA][BaselineV3] Outcome mock requested. outcome='Defeat' reason='QA/BaselineV3/DefeatButton'.</color>

[VERBOSE] [GameRunEndRequestService] RequestEnd(Defeat, reason='QA/BaselineV3/DefeatButton') (@ 35,70s)

[INFO] [GameRunOutcomeService] [GameLoop] Publicando GameRunEndedEvent. Outcome=Defeat, Reason='QA/BaselineV3/DefeatButton'.

[VERBOSE] [GlobalServiceRegistry] Serviço IGameplaySceneClassifier encontrado no escopo global (tipo registrado: IGameplaySceneClassifier). (@ 35,70s)

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 35,70s)

[INFO] [GameLoopRunEndEventBridge] [GameLoop] GameRunEndedEvent recebido. Outcome=Defeat, Reason='QA/BaselineV3/DefeatButton'. Sinalizando EndRequested.

[INFO] [GameRunStateService] [GameLoop] GameRunStatus atualizado. Outcome=Defeat, Reason='QA/BaselineV3/DefeatButton'.

[VERBOSE] [GameRunStateService] [GameLoop] GameRunEndedEvent (Outcome=Defeat) -> PostGame sem PauseOverlay (pausa suprimida). (@ 35,70s)

<color=#A8DEED>[INFO] [PostGameResultService] [OBS][PostGame] PostGameResultUpdated result='Defeat' reason='QA/BaselineV3/DefeatButton'.</color>

